epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,13184.7,1.17073,0.57769,1.15699,0.90781,0.90986,0.94415,0.69902,1.12125,0.44301,1.15831,0.007129,0.007129,0.007129
31,13623.4,1.16672,0.57516,1.15277,0.90694,0.91001,0.9446,0.69958,1.11964,0.4421,1.15702,0.00703,0.00703,0.00703
32,14074.6,1.16472,0.57469,1.15321,0.90938,0.90966,0.94522,0.7,1.11808,0.44114,1.1559,0.006931,0.006931,0.006931
33,14523.7,1.16095,0.57059,1.14821,0.9084,0.90909,0.94564,0.70055,1.11647,0.44022,1.15473,0.006832,0.006832,0.006832
34,14977,1.15977,0.56933,1.14857,0.90917,0.90843,0.94624,0.70281,1.11456,0.43907,1.15332,0.006733,0.006733,0.006733
35,15422.6,1.15719,0.567,1.14745,0.90831,0.90853,0.9467,0.70296,1.11288,0.4379,1.15194,0.006634,0.006634,0.006634
36,15865.6,1.15425,0.56542,1.14609,0.90942,0.90866,0.9474,0.70232,1.11101,0.4365,1.15061,0.006535,0.006535,0.006535
37,16308.5,1.15169,0.56337,1.14473,0.9106,0.90858,0.94764,0.70415,1.10955,0.4357,1.1495,0.006436,0.006436,0.006436
38,16750.8,1.15092,0.56397,1.14271,0.91463,0.90724,0.94791,0.7049,1.10753,0.43491,1.14815,0.006337,0.006337,0.006337
39,17193.5,1.15,0.56343,1.14213,0.91389,0.9083,0.94831,0.70601,1.10536,0.43366,1.14662,0.006238,0.006238,0.006238
40,17635.7,1.14472,0.5584,1.1392,0.91453,0.9086,0.94863,0.70714,1.10336,0.43269,1.14525,0.006139,0.006139,0.006139
41,18079.1,1.1424,0.55808,1.13996,0.91331,0.91039,0.94923,0.70821,1.10128,0.43132,1.14391,0.00604,0.00604,0.00604
42,18521.7,1.14137,0.5566,1.1378,0.90861,0.91325,0.94954,0.70992,1.09924,0.43045,1.14249,0.005941,0.005941,0.005941
43,18964.5,1.13597,0.55269,1.13593,0.90656,0.9167,0.95004,0.71111,1.09738,0.42939,1.14112,0.005842,0.005842,0.005842
44,19407.4,1.13295,0.55234,1.1329,0.90819,0.91604,0.95036,0.71155,1.09563,0.42841,1.13984,0.005743,0.005743,0.005743
45,19850.1,1.13427,0.55178,1.13387,0.90777,0.91843,0.9508,0.71259,1.09378,0.42746,1.13856,0.005644,0.005644,0.005644
46,20292.5,1.13261,0.54871,1.13329,0.90685,0.92103,0.95115,0.7131,1.09166,0.42655,1.1371,0.005545,0.005545,0.005545
47,20735.6,1.12767,0.54851,1.13047,0.90534,0.92581,0.9515,0.71354,1.0896,0.42558,1.13564,0.005446,0.005446,0.005446
48,21178.4,1.12595,0.54517,1.12681,0.9058,0.92749,0.95164,0.71423,1.08757,0.42459,1.13424,0.005347,0.005347,0.005347
49,21621.3,1.12597,0.54438,1.12664,0.9062,0.9284,0.95212,0.71534,1.08565,0.42339,1.1328,0.005248,0.005248,0.005248
50,22064.2,1.11999,0.54229,1.12621,0.90675,0.92844,0.95283,0.71633,1.08314,0.42201,1.13113,0.005149,0.005149,0.005149
51,22506.9,1.1199,0.54155,1.12311,0.90782,0.9297,0.95319,0.71737,1.081,0.42083,1.1296,0.00505,0.00505,0.00505
52,22949.5,1.1168,0.53972,1.12279,0.90801,0.93001,0.95356,0.71757,1.07868,0.41983,1.12798,0.004951,0.004951,0.004951
53,23391.8,1.11501,0.53949,1.12355,0.9092,0.93013,0.954,0.7181,1.07644,0.41871,1.12655,0.004852,0.004852,0.004852
54,23834.3,1.11216,0.53644,1.12159,0.90911,0.92886,0.95447,0.71897,1.07427,0.41769,1.1251,0.004753,0.004753,0.004753
55,24277.3,1.10995,0.53577,1.11937,0.91089,0.92861,0.95482,0.71957,1.07231,0.41648,1.12376,0.004654,0.004654,0.004654
56,24720.2,1.10801,0.5341,1.11935,0.91212,0.92755,0.9551,0.72086,1.07001,0.41568,1.12221,0.004555,0.004555,0.004555
57,25163.3,1.10287,0.52946,1.1158,0.91598,0.92516,0.95552,0.72145,1.06766,0.41438,1.12064,0.004456,0.004456,0.004456
58,25606,1.10211,0.52871,1.11557,0.92654,0.91904,0.95602,0.72261,1.06529,0.41329,1.1191,0.004357,0.004357,0.004357
59,26048.6,1.09829,0.52906,1.11269,0.9304,0.91861,0.95634,0.72318,1.06314,0.41237,1.11771,0.004258,0.004258,0.004258
60,26491.6,1.09788,0.52511,1.11233,0.93135,0.91802,0.95685,0.72381,1.06086,0.41127,1.11626,0.004159,0.004159,0.004159
61,26934.4,1.09434,0.52422,1.10881,0.92946,0.91862,0.95716,0.72402,1.05852,0.40998,1.11473,0.00406,0.00406,0.00406
62,27377.2,1.09147,0.5236,1.10892,0.92977,0.91823,0.95743,0.72518,1.0564,0.409,1.11332,0.003961,0.003961,0.003961
63,27820.2,1.08933,0.52141,1.10841,0.93066,0.9188,0.95767,0.72587,1.05415,0.40795,1.11185,0.003862,0.003862,0.003862
64,28262.6,1.08792,0.51912,1.1075,0.92864,0.92166,0.95785,0.7263,1.05198,0.40703,1.11051,0.003763,0.003763,0.003763
65,28705.6,1.0854,0.51757,1.1049,0.93199,0.92049,0.95827,0.72796,1.04986,0.40603,1.10908,0.003664,0.003664,0.003664
66,29148.6,1.08009,0.51642,1.10247,0.93254,0.92125,0.9588,0.72872,1.04792,0.40458,1.10764,0.003565,0.003565,0.003565
67,29591.3,1.08094,0.51569,1.1028,0.93233,0.92163,0.95938,0.72924,1.04585,0.40345,1.10633,0.003466,0.003466,0.003466
68,30034.3,1.07521,0.51118,1.10097,0.93313,0.92124,0.95988,0.73028,1.04365,0.40244,1.1049,0.003367,0.003367,0.003367
69,30477.3,1.07314,0.51048,1.09989,0.93572,0.92051,0.96023,0.73176,1.04156,0.4012,1.10354,0.003268,0.003268,0.003268
70,30954.7,1.07097,0.50691,1.09959,0.93591,0.92125,0.96064,0.73351,1.03937,0.40015,1.10225,0.003169,0.003169,0.003169
71,31465.8,1.06776,0.50573,1.0945,0.93632,0.92086,0.96116,0.7346,1.03724,0.39934,1.10095,0.00307,0.00307,0.00307
72,31953.9,1.06317,0.5047,1.09348,0.93724,0.92099,0.96156,0.73543,1.03532,0.39827,1.09973,0.002971,0.002971,0.002971
73,32402.3,1.06365,0.50347,1.0931,0.93817,0.91953,0.96209,0.73663,1.03321,0.39715,1.09837,0.002872,0.002872,0.002872
74,32846.4,1.05775,0.49861,1.09248,0.93769,0.91974,0.96263,0.73791,1.03112,0.39593,1.09698,0.002773,0.002773,0.002773
75,33304.3,1.05548,0.49841,1.09079,0.93704,0.92117,0.96321,0.73863,1.02904,0.39484,1.09561,0.002674,0.002674,0.002674
76,33750.2,1.0537,0.49676,1.09024,0.93964,0.92099,0.96366,0.73991,1.02689,0.39369,1.09423,0.002575,0.002575,0.002575
77,34204.9,1.04835,0.49275,1.08598,0.93789,0.92336,0.96408,0.74052,1.02514,0.39257,1.09291,0.002476,0.002476,0.002476
78,34654.5,1.04677,0.49223,1.08656,0.93125,0.92957,0.96453,0.74041,1.02326,0.39153,1.09174,0.002377,0.002377,0.002377
79,35098.5,1.04446,0.49011,1.08379,0.93134,0.93244,0.96513,0.7415,1.02102,0.39059,1.0904,0.002278,0.002278,0.002278
80,35540.6,1.0405,0.48941,1.08355,0.93109,0.93161,0.96542,0.74272,1.01927,0.38944,1.08918,0.002179,0.002179,0.002179
81,35982.9,1.03872,0.48765,1.08153,0.93428,0.93137,0.9658,0.74296,1.01737,0.38848,1.0879,0.00208,0.00208,0.00208
82,36424.9,1.03378,0.48493,1.0813,0.93864,0.92898,0.96632,0.74339,1.01537,0.38738,1.08681,0.001981,0.001981,0.001981
83,36867.1,1.03008,0.482,1.07681,0.93473,0.93176,0.96677,0.74393,1.01335,0.38658,1.08549,0.001882,0.001882,0.001882
84,37308.1,1.02777,0.47995,1.07418,0.93705,0.93421,0.96734,0.74487,1.01148,0.38566,1.08408,0.001783,0.001783,0.001783
85,37749.7,1.02476,0.47677,1.0749,0.93926,0.93312,0.96779,0.74618,1.00962,0.38449,1.08291,0.001684,0.001684,0.001684
86,38191.6,1.02069,0.47609,1.07342,0.93868,0.93433,0.96815,0.74665,1.00783,0.38379,1.08169,0.001585,0.001585,0.001585
87,38633.5,1.01887,0.47436,1.07286,0.93856,0.93529,0.96849,0.74756,1.00581,0.38297,1.08051,0.001486,0.001486,0.001486
88,39077.4,1.0126,0.47112,1.07056,0.93858,0.93689,0.96887,0.74799,1.00379,0.3821,1.07934,0.001387,0.001387,0.001387
89,39537.8,1.01005,0.46754,1.06808,0.93448,0.9383,0.96917,0.74916,1.00207,0.3813,1.0782,0.001288,0.001288,0.001288
90,39995.8,1.00607,0.46717,1.06636,0.93038,0.94247,0.96979,0.75056,1.00006,0.38036,1.07704,0.001189,0.001189,0.001189
91,40501.5,0.98365,0.40201,1.07416,0.93231,0.94242,0.9703,0.75149,0.99793,0.3791,1.07577,0.00109,0.00109,0.00109
92,40968.2,0.97255,0.39552,1.06622,0.92967,0.94494,0.97086,0.75302,0.99554,0.37807,1.07431,0.000991,0.000991,0.000991
93,41435.3,0.96522,0.39127,1.0628,0.92797,0.94748,0.97121,0.7532,0.99287,0.37662,1.07278,0.000892,0.000892,0.000892
94,41902.3,0.9586,0.38758,1.05976,0.93002,0.95011,0.97183,0.75452,0.9905,0.37529,1.07138,0.000793,0.000793,0.000793
95,42369.8,0.95223,0.38402,1.05617,0.92973,0.95018,0.97203,0.75542,0.98805,0.3741,1.06994,0.000694,0.000694,0.000694
96,42836.7,0.94656,0.38131,1.05256,0.93313,0.9472,0.97243,0.75652,0.98575,0.37279,1.06846,0.000595,0.000595,0.000595
97,43295.2,0.94037,0.37792,1.0492,0.93461,0.94754,0.97271,0.75784,0.98328,0.37163,1.06698,0.000496,0.000496,0.000496
98,43734.1,0.93538,0.37551,1.04681,0.93579,0.94781,0.97316,0.75835,0.98081,0.37059,1.06553,0.000397,0.000397,0.000397
99,44172.7,0.93003,0.37288,1.04461,0.93661,0.94847,0.97359,0.75872,0.97816,0.36945,1.06405,0.000298,0.000298,0.000298
100,44611.8,0.92629,0.37063,1.04182,0.9364,0.95112,0.9741,0.76027,0.97575,0.36835,1.0626,0.000199,0.000199,0.000199
